일자,전국,서울,경기,인천,강원,충북,충남,전북,전남,경북,경남,세종,대전,대구,부산,광주,울산,제주
2024-08-12,1536.57,1623.35,1539.29,1553.21,1555.58,1538.14,1538.95,1520.42,1542.84,1518.58,1524.27,1534.03,1532.62,1503.48,1516.11,1520.0,1508.22,1573.74
2024-08-13,1534.73,1620.72,1536.96,1545.75,1554.43,1536.99,1538.11,1519.14,1541.58,1517.24,1523.47,1531.35,1531.91,1500.48,1513.16,1518.29,1505.01,1571.32
2024-08-14,1533.38,1618.56,1534.85,1541.89,1553.14,1536.16,1537.34,1517.98,1541.06,1516.51,1522.73,1530.37,1528.97,1499.22,1511.91,1516.78,1503.26,1569.86
2024-08-15,1532.21,1618.17,1533.17,1540.99,1552.44,1535.31,1536.62,1517.15,1539.83,1515.36,1521.38,1529.98,1529.76,1498.04,1509.76,1515.5,1501.37,1567.57
2024-08-16,1531.95,1618.14,1532.58,1540.25,1552.0,1535.39,1536.7,1517.15,1539.49,1515.22,1521.82,1530.75,1529.66,1496.67,1509.08,1515.23,1501.41,1566.52
2024-08-19,1529.88,1615.88,1530.41,1538.25,1550.33,1533.47,1535.46,1515.12,1536.78,1512.71,1520.23,1528.56,1527.93,1492.9,1506.28,1512.55,1499.83,1566.86
2024-08-20,1527.94,1616.01,1528.81,1535.4,1549.21,1532.24,1533.91,1513.49,1535.11,1510.56,1518.02,1524.75,1526.9,1491.44,1504.31,1509.91,1498.7,1548.76
2024-08-21,1525.12,1612.07,1525.98,1526.82,1547.01,1529.77,1531.57,1511.62,1534.02,1507.98,1515.69,1521.03,1525.38,1488.34,1500.66,1508.21,1498.44,1533.76
2024-08-22,1521.77,1609.86,1522.14,1520.22,1544.58,1527.26,1528.43,1508.7,1531.75,1504.92,1512.52,1516.6,1521.12,1482.48,1496.84,1503.47,1495.43,1530.16
2024-08-23,1518.17,1604.8,1517.23,1514.85,1541.0,1524.28,1526.56,1506.13,1529.17,1501.33,1509.26,1514.11,1516.45,1477.48,1493.21,1499.62,1493.12,1529.46
2024-08-26,1512.92,1599.31,1511.11,1512.08,1534.62,1518.48,1522.0,1502.18,1525.52,1495.93,1503.22,1506.18,1512.62,1472.19,1487.03,1493.34,1488.16,1527.95
2024-08-27,1510.53,1596.79,1507.8,1510.74,1532.5,1516.94,1520.12,1499.3,1523.38,1493.59,1500.53,1503.46,1510.78,1469.83,1484.91,1491.21,1487.84,1527.32
2024-08-28,1508.45,1594.09,1504.78,1509.44,1530.34,1515.6,1518.42,1497.67,1521.9,1491.43,1498.6,1502.55,1507.47,1469.24,1481.92,1489.26,1485.58,1527.69
2024-08-29,1506.28,1591.11,1502.24,1507.19,1528.07,1513.19,1517.05,1496.53,1520.44,1489.17,1495.59,1500.83,1506.83,1465.96,1479.62,1487.28,1482.4,1527.66
2024-08-30,1504.15,1588.97,1499.73,1500.05,1526.74,1511.47,1515.24,1495.09,1518.74,1487.89,1493.85,1498.34,1502.53,1461.77,1477.01,1484.11,1481.09,1527.21
2024-09-02,1499.31,1584.3,1494.64,1490.91,1521.98,1506.68,1510.23,1490.5,1515.01,1483.2,1488.5,1496.45,1497.42,1456.05,1474.46,1479.24,1475.39,1526.28
2024-09-03,1496.96,1581.7,1491.72,1487.56,1519.44,1504.83,1509.27,1488.58,1513.21,1480.64,1485.56,1495.29,1495.09,1452.91,1470.84,1478.07,1474.03,1526.31
2024-09-04,1494.04,1579.0,1488.31,1485.43,1516.69,1502.1,1506.88,1486.4,1509.97,1476.7,1482.71,1493.46,1492.22,1449.4,1468.03,1476.05,1471.96,1525.92
2024-09-05,1490.15,1571.81,1484.1,1482.7,1513.35,1498.65,1503.48,1481.73,1506.72,1473.03,1478.95,1490.17,1489.39,1443.43,1464.68,1472.13,1467.67,1525.46
2024-09-06,1486.87,1567.07,1480.38,1480.76,1509.63,1496.44,1500.52,1478.54,1503.41,1469.93,1476.12,1488.63,1486.69,1439.54,1462.09,1467.76,1460.63,1524.68
2024-09-09,1479.5,1560.8,1473.37,1471.34,1501.26,1489.12,1492.8,1471.49,1496.27,1463.06,1468.39,1484.45,1475.97,1432.3,1455.15,1460.61,1451.48,1518.86
2024-09-10,1474.9,1556.93,1468.1,1467.88,1496.3,1483.79,1488.3,1467.6,1492.67,1458.6,1464.64,1481.63,1467.43,1428.34,1448.94,1453.95,1445.38,1518.91
2024-09-11,1469.33,1552.95,1463.19,1462.73,1492.39,1478.39,1482.79,1461.91,1487.52,1454.76,1458.31,1474.63,1464.55,1424.52,1442.64,1448.8,1442.7,1479.02
2024-09-12,1464.2,1547.91,1458.34,1454.04,1488.67,1472.91,1478.7,1457.17,1482.97,1449.78,1454.48,1467.72,1458.09,1420.82,1437.78,1442.23,1438.58,1455.68
2024-09-13,1459.99,1545.5,1454.8,1447.67,1485.24,1468.33,1474.39,1451.8,1478.35,1445.29,1450.29,1461.92,1452.58,1417.31,1434.99,1438.21,1431.98,1451.66
2024-09-16,1453.1,1542.72,1448.88,1444.19,1475.05,1459.93,1466.63,1442.7,1469.72,1437.16,1443.6,1456.08,1446.77,1411.66,1430.85,1433.19,1427.32,1448.05
2024-09-17,1451.74,1541.3,1447.3,1443.74,1473.62,1458.36,1465.39,1441.33,1468.48,1435.85,1442.46,1455.31,1444.88,1410.66,1429.61,1432.77,1426.21,1445.82
2024-09-18,1450.64,1541.16,1446.25,1442.93,1472.02,1457.12,1464.3,1440.08,1467.44,1435.03,1440.66,1453.77,1442.67,1409.25,1429.12,1431.18,1425.19,1445.93
2024-09-19,1448.45,1535.7,1444.36,1441.69,1469.15,1454.8,1460.98,1437.8,1465.23,1433.34,1438.87,1452.63,1443.13,1407.86,1426.74,1428.39,1421.61,1446.89
2024-09-20,1444.64,1533.72,1439.44,1437.77,1465.81,1451.51,1457.0,1434.81,1460.32,1430.2,1435.76,1450.15,1437.8,1403.23,1423.52,1423.03,1418.37,1446.46
2024-09-23,1438.77,1528.23,1433.36,1429.96,1459.15,1446.42,1450.07,1429.91,1454.69,1423.4,1429.82,1438.44,1435.32,1399.11,1418.97,1415.11,1413.26,1445.45
2024-09-24,1435.61,1525.37,1429.82,1426.5,1455.88,1442.67,1446.67,1428.06,1450.55,1420.8,1426.59,1434.98,1430.47,1396.51,1415.98,1410.34,1411.74,1447.19
2024-09-25,1432.92,1522.74,1426.85,1424.27,1452.29,1439.79,1444.55,1425.16,1447.5,1418.3,1424.41,1431.91,1427.53,1393.39,1412.68,1407.32,1409.82,1447.87
2024-09-26,1430.62,1520.81,1424.35,1423.14,1449.71,1438.57,1441.61,1423.01,1445.1,1416.22,1422.55,1425.29,1423.5,1390.98,1409.79,1403.81,1408.35,1447.33
2024-09-27,1428.18,1519.35,1421.71,1421.98,1447.94,1436.26,1438.83,1420.79,1442.16,1414.49,1418.95,1423.29,1420.45,1388.01,1407.23,1400.24,1406.56,1447.36
2024-09-30,1423.38,1513.5,1416.75,1418.47,1443.06,1431.34,1434.0,1416.07,1437.63,1410.0,1414.06,1421.71,1416.41,1382.32,1401.21,1395.17,1401.2,1446.58
2024-10-01,1420.19,1510.7,1413.81,1415.21,1439.84,1427.43,1430.37,1413.5,1434.74,1406.96,1409.26,1420.68,1414.88,1378.01,1397.79,1393.62,1398.17,1446.11
2024-10-02,1418.47,1508.15,1412.64,1414.34,1437.68,1425.32,1428.32,1412.05,1433.09,1405.25,1407.07,1417.83,1412.3,1376.49,1396.98,1390.63,1395.73,1445.29
2024-10-03,1416.91,1506.27,1411.37,1411.89,1436.9,1424.07,1427.3,1410.57,1431.87,1403.38,1405.08,1417.55,1410.85,1373.96,1393.27,1389.75,1392.45,1444.88
2024-10-04,1416.4,1505.98,1411.16,1410.66,1436.56,1423.36,1426.81,1409.85,1431.65,1402.47,1404.57,1415.75,1410.7,1373.06,1392.9,1389.97,1392.66,1442.34
2024-10-07,1415.67,1503.83,1410.42,1408.51,1436.33,1424.33,1425.99,1409.9,1429.14,1401.85,1403.22,1413.37,1409.86,1375.08,1391.1,1388.41,1392.15,1445.01
2024-10-08,1416.35,1504.76,1411.23,1409.33,1437.28,1425.02,1426.57,1410.99,1429.63,1402.15,1403.8,1414.06,1411.16,1374.58,1390.79,1390.0,1392.21,1447.61
2024-10-09,1417.39,1508.86,1412.24,1411.36,1437.06,1426.64,1427.15,1413.02,1428.41,1403.41,1405.04,1414.22,1413.26,1375.09,1390.78,1391.32,1394.84,1447.43
2024-10-10,1418.16,1510.42,1414.2,1411.84,1437.34,1427.05,1427.4,1413.17,1428.92,1403.5,1405.35,1415.83,1414.08,1375.99,1391.48,1392.34,1395.68,1448.1
2024-10-11,1418.78,1511.4,1415.44,1412.2,1438.34,1428.01,1427.92,1413.6,1428.46,1404.1,1405.72,1416.25,1415.42,1375.67,1391.05,1393.28,1396.51,1449.03
2024-10-14,1421.33,1513.81,1419.53,1419.45,1440.23,1429.99,1430.04,1416.84,1428.96,1406.13,1407.51,1419.8,1420.29,1377.27,1391.61,1393.92,1399.93,1449.92
2024-10-15,1422.06,1515.63,1420.85,1420.98,1440.27,1430.3,1430.73,1416.94,1428.89,1406.92,1407.9,1417.86,1422.09,1378.96,1392.52,1394.57,1400.8,1448.91
2024-10-16,1422.22,1513.76,1421.53,1420.64,1440.29,1430.77,1430.03,1416.81,1429.04,1407.32,1408.68,1418.95,1423.31,1378.35,1391.99,1393.38,1401.68,1449.72
2024-10-17,1422.19,1512.79,1421.3,1421.54,1440.35,1430.3,1430.02,1416.39,1430.3,1407.25,1407.94,1420.17,1423.07,1378.9,1391.42,1396.26,1401.73,1450.24
2024-10-18,1422.28,1512.86,1421.13,1423.5,1440.04,1430.52,1430.31,1416.43,1429.31,1407.58,1408.32,1422.17,1423.08,1379.52,1391.48,1397.24,1402.2,1449.41
2024-10-21,1422.46,1512.02,1421.52,1420.15,1440.27,1430.9,1430.4,1417.28,1429.22,1407.86,1408.27,1422.38,1424.54,1380.76,1392.08,1397.18,1402.96,1449.05
2024-10-22,1422.11,1511.98,1421.09,1419.0,1440.7,1429.65,1430.33,1416.92,1428.23,1407.8,1407.8,1423.32,1425.15,1380.89,1392.09,1397.25,1401.18,1449.18
2024-10-23,1422.53,1512.82,1421.47,1419.36,1441.28,1429.58,1430.42,1417.23,1428.98,1407.88,1408.09,1426.02,1426.24,1380.5,1393.42,1400.03,1400.69,1450.53
2024-10-24,1423.01,1513.32,1422.12,1421.19,1441.62,1429.43,1431.27,1417.61,1428.72,1408.74,1408.85,1427.25,1426.91,1381.42,1392.86,1398.83,1401.08,1450.79
2024-10-25,1424.37,1514.83,1423.29,1424.19,1442.62,1430.23,1433.1,1418.32,1430.0,1410.05,1410.35,1428.71,1427.77,1382.87,1395.65,1402.03,1402.34,1451.27
2024-10-28,1428.0,1520.47,1426.6,1428.56,1445.16,1432.09,1435.28,1420.53,1431.99,1413.85,1413.79,1431.62,1431.79,1388.69,1399.86,1406.57,1404.28,1476.77
2024-10-29,1428.86,1522.36,1427.92,1429.33,1445.52,1432.4,1435.69,1420.78,1432.55,1414.86,1414.9,1432.38,1432.55,1389.55,1400.78,1406.19,1405.74,1478.9
2024-10-30,1429.73,1523.49,1428.66,1430.7,1446.07,1432.98,1436.69,1422.24,1433.22,1416.42,1415.4,1434.15,1433.27,1390.22,1401.16,1405.4,1407.64,1479.55
2024-10-31,1430.05,1522.35,1428.64,1430.15,1446.58,1433.29,1436.67,1422.31,1433.4,1417.46,1416.21,1433.02,1432.69,1391.47,1401.9,1406.75,1409.79,1479.89
2024-11-01,1433.78,1530.61,1433.98,1432.63,1451.55,1436.18,1439.95,1424.14,1437.11,1420.07,1419.5,1435.72,1435.08,1394.86,1403.87,1410.23,1412.92,1481.24
2024-11-04,1438.44,1537.01,1439.34,1438.04,1458.02,1442.21,1443.25,1426.8,1441.57,1424.47,1424.72,1437.31,1439.69,1398.37,1405.72,1415.06,1419.74,1481.64
2024-11-05,1440.59,1537.69,1441.29,1439.3,1459.53,1444.72,1444.75,1428.43,1443.23,1428.03,1427.4,1442.02,1441.19,1400.96,1408.86,1416.93,1422.36,1484.56
2024-11-06,1443.9,1541.79,1443.95,1441.69,1462.92,1449.27,1448.69,1430.85,1446.81,1431.91,1430.65,1445.48,1444.45,1404.98,1414.02,1419.41,1423.06,1486.15
2024-11-07,1446.99,1543.92,1447.25,1450.4,1464.62,1452.46,1451.9,1433.3,1449.2,1434.8,1433.2,1449.86,1448.42,1408.53,1419.91,1421.23,1426.68,1487.23
2024-11-08,1450.33,1548.92,1451.47,1454.42,1468.21,1456.26,1455.07,1434.99,1451.15,1438.66,1435.8,1454.91,1451.15,1412.65,1423.28,1423.76,1429.17,1487.77
2024-11-11,1457.53,1554.81,1460.17,1459.57,1473.26,1464.48,1462.03,1440.02,1454.77,1445.18,1440.05,1460.23,1460.33,1420.41,1429.53,1428.85,1434.61,1535.1
2024-11-12,1459.44,1555.8,1462.28,1462.48,1475.59,1465.01,1464.45,1441.61,1455.88,1447.44,1442.02,1461.38,1462.51,1422.17,1430.59,1430.26,1437.53,1539.64
2024-11-13,1461.61,1556.99,1465.04,1463.92,1477.12,1467.61,1467.08,1443.43,1458.03,1449.39,1443.85,1465.15,1464.47,1424.45,1432.65,1433.55,1436.66,1542.9
2024-11-14,1463.02,1557.83,1466.69,1465.5,1478.52,1469.07,1468.36,1444.77,1459.06,1450.58,1445.4,1468.63,1465.7,1426.87,1433.51,1434.97,1437.81,1544.46
2024-11-15,1464.49,1557.75,1468.13,1468.62,1479.9,1470.68,1469.45,1446.91,1460.1,1451.72,1447.2,1472.11,1466.13,1429.11,1434.69,1440.16,1438.19,1544.47
2024-11-18,1466.55,1558.98,1470.31,1472.48,1481.68,1472.31,1472.07,1449.72,1461.88,1453.56,1449.91,1472.25,1467.94,1431.39,1436.95,1441.49,1439.42,1543.94
2024-11-19,1467.48,1559.37,1471.07,1473.75,1482.64,1473.05,1472.6,1451.19,1462.33,1454.37,1451.43,1472.55,1468.69,1432.17,1438.78,1443.34,1440.46,1544.34
2024-11-20,1468.64,1559.65,1472.37,1475.9,1483.27,1474.38,1474.07,1452.63,1462.79,1455.44,1452.75,1473.25,1469.92,1432.69,1441.6,1443.49,1441.68,1543.98
2024-11-21,1469.71,1559.75,1473.69,1477.33,1484.23,1475.2,1475.12,1453.05,1464.08,1456.11,1453.89,1475.55,1471.22,1434.51,1443.48,1446.37,1442.22,1544.11
2024-11-22,1471.2,1560.01,1475.01,1480.91,1484.99,1477.09,1476.18,1455.05,1465.42,1457.89,1454.49,1477.86,1472.7,1436.48,1445.96,1448.78,1446.23,1543.93
2024-11-25,1474.46,1561.57,1477.8,1482.37,1488.94,1480.19,1479.31,1460.65,1468.19,1462.1,1458.53,1480.8,1475.84,1438.42,1449.71,1451.7,1449.23,1544.15
2024-11-26,1475.71,1561.88,1478.87,1481.15,1489.82,1481.57,1480.87,1462.42,1470.11,1462.95,1460.22,1481.89,1477.28,1439.58,1452.82,1452.75,1451.12,1543.67
2024-11-27,1477.06,1562.79,1479.41,1480.85,1490.43,1483.7,1482.01,1463.81,1471.45,1464.57,1462.66,1484.41,1479.14,1440.64,1456.19,1456.45,1453.3,1543.51
2024-11-28,1477.99,1563.0,1480.54,1481.75,1491.18,1483.89,1483.02,1465.21,1473.13,1465.14,1464.18,1485.11,1476.57,1441.38,1458.26,1457.52,1453.1,1543.81
2024-11-29,1478.93,1565.29,1481.13,1481.61,1492.63,1484.46,1483.02,1466.47,1473.29,1466.66,1465.95,1486.17,1477.18,1442.11,1461.03,1458.57,1454.37,1543.68
2024-12-02,1481.08,1567.69,1483.37,1482.72,1494.78,1486.45,1485.22,1468.59,1476.33,1467.96,1468.98,1486.25,1481.07,1444.16,1461.89,1459.63,1457.4,1544.08
2024-12-03,1482.0,1568.52,1483.81,1483.28,1495.86,1488.0,1486.02,1469.36,1477.2,1469.36,1469.87,1488.06,1482.39,1445.31,1462.68,1461.59,1459.14,1544.26
2024-12-04,1483.16,1568.8,1485.1,1483.52,1496.59,1489.31,1487.68,1470.54,1478.48,1470.74,1470.72,1487.36,1483.34,1446.64,1463.51,1465.47,1459.85,1544.4
2024-12-05,1484.52,1569.82,1486.06,1484.16,1497.54,1490.96,1489.18,1471.79,1480.19,1472.41,1472.04,1490.09,1484.25,1448.53,1465.2,1468.23,1461.68,1544.45
2024-12-06,1485.83,1570.91,1487.01,1484.68,1498.72,1492.16,1490.21,1473.38,1482.18,1474.32,1473.49,1491.75,1485.61,1451.03,1467.08,1469.26,1461.71,1544.26
2024-12-09,1487.95,1571.22,1489.08,1483.95,1502.08,1494.0,1493.19,1475.73,1484.57,1476.56,1476.18,1494.61,1484.42,1453.5,1470.16,1471.38,1462.68,1544.1
2024-12-10,1489.05,1573.15,1490.15,1484.68,1502.76,1494.85,1493.86,1476.83,1485.91,1477.84,1477.26,1494.59,1488.04,1455.32,1471.12,1471.65,1463.04,1545.1
2024-12-11,1490.03,1572.44,1490.9,1485.29,1503.41,1495.28,1494.77,1478.03,1487.7,1479.31,1478.48,1496.34,1488.7,1456.24,1472.04,1473.95,1464.65,1546.2
2024-12-12,1491.19,1573.58,1492.08,1486.88,1504.23,1496.62,1495.47,1479.41,1488.74,1480.2,1479.87,1497.28,1488.95,1458.49,1473.91,1475.12,1466.55,1546.52
2024-12-13,1492.56,1574.33,1492.91,1490.25,1505.58,1497.59,1496.47,1480.99,1490.31,1481.59,1481.83,1499.53,1489.9,1459.45,1475.73,1477.18,1469.62,1547.48
2024-12-16,1495.67,1576.37,1496.05,1492.77,1508.29,1499.69,1499.66,1484.23,1493.22,1485.76,1485.47,1501.08,1490.36,1463.31,1478.19,1481.48,1473.12,1550.33
2024-12-17,1497.28,1577.72,1497.63,1493.41,1510.32,1501.2,1501.05,1485.81,1495.12,1488.19,1486.89,1502.17,1491.98,1464.67,1479.49,1481.93,1475.46,1550.82
2024-12-18,1498.93,1578.34,1499.09,1495.61,1511.42,1502.69,1502.23,1486.55,1497.23,1490.38,1489.82,1503.03,1495.42,1466.41,1482.25,1482.88,1476.54,1550.61
2024-12-19,1500.35,1578.5,1500.97,1495.64,1512.61,1503.39,1503.33,1487.98,1498.19,1491.76,1492.05,1506.0,1496.38,1467.42,1485.28,1483.49,1479.97,1551.1
2024-12-20,1502.23,1580.53,1503.02,1497.99,1513.57,1505.24,1505.0,1489.36,1500.06,1493.76,1494.0,1506.92,1497.81,1471.04,1487.58,1485.44,1482.86,1550.79
2024-12-23,1505.4,1582.14,1506.34,1502.59,1515.41,1507.63,1507.65,1492.54,1503.36,1497.64,1497.9,1508.48,1500.98,1474.02,1492.07,1486.77,1488.52,1551.75
2024-12-24,1507.22,1583.51,1508.37,1504.62,1515.94,1509.23,1509.03,1493.78,1506.14,1500.0,1500.13,1509.59,1502.4,1476.28,1493.39,1488.55,1491.28,1552.21
2024-12-25,1508.4,1584.26,1509.25,1506.56,1517.88,1510.23,1510.19,1495.29,1507.12,1501.93,1500.69,1510.15,1504.13,1477.85,1494.38,1489.95,1492.18,1552.05
2024-12-26,1509.79,1585.84,1511.05,1507.62,1518.44,1510.62,1511.84,1496.33,1509.3,1503.43,1501.8,1510.46,1505.02,1479.58,1495.79,1491.67,1493.81,1552.23
2024-12-27,1511.45,1588.58,1512.83,1509.99,1520.27,1511.75,1513.6,1497.71,1510.48,1505.31,1503.82,1512.37,1508.0,1480.6,1496.9,1492.84,1494.43,1552.19
2024-12-30,1514.59,1591.28,1515.8,1515.62,1524.19,1514.55,1516.99,1499.86,1514.32,1509.05,1507.06,1516.37,1508.79,1484.17,1500.19,1494.28,1496.95,1552.47
2024-12-31,1515.78,1592.63,1516.83,1516.76,1525.26,1515.84,1517.88,1501.03,1515.49,1510.36,1508.73,1516.37,1513.28,1486.07,1500.41,1494.42,1498.26,1552.53
2025-01-01,1517.62,1592.65,1518.71,1518.21,1527.69,1518.25,1519.8,1501.8,1517.23,1511.73,1511.1,1519.08,1514.38,1488.03,1505.96,1496.26,1500.58,1553.08
2025-01-02,1519.37,1594.67,1520.66,1520.0,1528.76,1520.57,1521.0,1504.11,1518.44,1513.27,1513.33,1520.77,1515.75,1489.24,1509.27,1496.82,1502.68,1553.76
2025-01-03,1521.67,1597.99,1522.92,1520.59,1530.62,1523.93,1523.33,1506.46,1520.64,1515.2,1515.9,1522.34,1517.11,1490.94,1513.14,1499.58,1504.26,1554.45
2025-01-06,1529.0,1606.48,1530.77,1525.5,1537.69,1533.4,1529.57,1514.98,1526.09,1521.27,1523.01,1527.72,1527.41,1498.6,1522.71,1508.08,1511.36,1559.55
2025-01-07,1533.16,1609.09,1534.45,1528.85,1540.47,1537.52,1533.4,1519.78,1529.03,1524.45,1527.36,1529.28,1531.5,1501.75,1524.64,1511.31,1514.95,1596.31
2025-01-08,1536.36,1612.18,1537.82,1531.56,1544.21,1541.42,1536.62,1522.45,1531.33,1526.97,1531.08,1534.08,1535.08,1505.83,1527.02,1515.96,1518.29,1598.53
2025-01-09,1540.05,1618.66,1542.96,1537.62,1549.08,1543.93,1539.99,1525.19,1534.38,1529.53,1534.37,1538.37,1537.11,1508.64,1530.47,1518.18,1521.57,1598.14
2025-01-10,1542.88,1621.77,1546.23,1540.17,1552.99,1546.95,1543.39,1528.54,1536.26,1531.41,1536.69,1540.31,1541.37,1512.44,1533.26,1518.67,1524.78,1598.35
2025-01-13,1551.2,1632.33,1554.54,1551.18,1562.01,1554.48,1552.2,1537.66,1543.16,1538.7,1544.74,1554.17,1549.93,1520.22,1541.05,1531.85,1534.28,1598.61
2025-01-14,1555.55,1638.98,1558.49,1556.63,1565.97,1558.68,1556.23,1542.97,1547.05,1543.08,1548.35,1558.49,1558.16,1525.46,1544.91,1537.95,1538.83,1598.58
2025-01-15,1560.77,1643.68,1563.64,1565.51,1569.13,1562.95,1560.92,1548.29,1551.39,1548.82,1554.29,1562.97,1564.91,1531.85,1551.07,1544.91,1544.28,1601.79
